"PVWatts Hourly PV Performance Data"
"Requested Location","3 Dean street millis ma"
"Location","Lat, Lng: 42.13, -71.34"
"Latitude (DD)","42.13"
"Longitude (DD)","-71.34"
"Elevation (m)","52.200000762939"
"DC System Size (kW)","21.360"
"Module Type","Premium"
"Array Type","2-Axis Tracking"
"Array Tilt (deg)","0"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.068"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","Yes (0.7)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"12","3","22","0","0","-6","0.6","0.11","0","-6","0","0"
"12","3","23","0","0","-6","0.6","0.11","0","-6","0","0"
"12","4","0","0","0","-6","0.5","0.11","0","-6","0","0"
"12","4","1","0","0","-7","0.5","0.11","0","-7","0","0"
"12","4","2","0","0","-7","0.5","0.11","0","-7","0","0"
"12","4","3","0","0","-7","0.5","0.11","0","-7","0","0"
"12","4","4","0","0","-7","0.5","0.11","0","-7","0","0"
"12","4","5","0","0","-7","0.5","0.11","0","-7","0","0"
"12","4","6","0","0","-6","0.4","0.11","0","-6","0","0"
"12","4","7","243","29","-5","0.4","0.11","340.745","5.846","4989.334","4717.417"
"12","4","8","551","64","-3","0.4","0.11","701.178","21.662","13138.982","12578.29"
"12","4","9","697","80","-1","0.4","0.11","865.306","29.592","15894.932","15236.586"
"12","4","10","817","75","0","0.4","0.11","967.657","34.281","17442.94","16729.742"
"12","4","11","833","78","1","0.4","0.11","988.076","35.931","17673.482","16952.115"
"12","4","12","804","81","2","0.4","0.11","962.546","36.045","17226.585","16521.053"
"12","4","13","728","80","2","0.4","0.11","895.44","33.685","16203.446","15534.168"
"12","4","14","262","95","1","0.4","0.11","424.61","15.583","8055.701","7675.13"
"12","4","15","141","39","0","0.4","0.11","239.222","8.069","4255.975","4010.044"
"12","4","16","0","0","0","0.5","0.11","0","0","0","0"
"12","4","17","0","0","-1","0.5","0.11","0","-1","0","0"
"12","4","18","0","0","-1","0.6","0.11","0","-1","0","0"
"12","4","19","0","0","-2","0.5","0.11","0","-2","0","0"
"12","4","20","0","0","-3","0.5","0.11","0","-3","0","0"
"12","4","21","0","0","-4","0.5","0.11","0","-4","0","0"
"12","4","22","0","0","-5","0.5","0.11","0","-5","0","0"
"12","4","23","0","0","-6","0.5","0.11","0","-6","0","0"
"12","5","0","0","0","-6","0.5","0.11","0","-6","0","0"
"12","5","1","0","0","-7","0.5","0.11","0","-7","0","0"
"12","5","2","0","0","-7","0.5","0.11","0","-7","0","0"
"12","5","3","0","0","-7","0.5","0.11","0","-7","0","0"
"12","5","4","0","0","-7","0.5","0.11","0","-7","0","0"
"12","5","5","0","0","-8","0.4","0.11","0","-8","0","0"
"12","5","6","0","0","-7","0.4","0.11","0","-7","0","0"
"12","5","7","182","26","-6","0.3","0.11","275.877","2.828","3831.562","3600.669"
"12","5","8","372","71","-5","0.3","0.11","525.128","13.883","10046.051","9594.954"
"12","5","9","506","94","-3","0.3","0.11","689.783","21.958","12977.465","12422.497"
"12","5","10","852","67","-1","0.3","0.11","991.792","35.282","17820.022","17093.462"
"12","5","11","261","178","0","0.3","0.11","511.697","17.984","9630.163","9193.802"
"12","5","12","380","151","0","0.3","0.11","621.642","22.201","11600.421","11094.247"
"12","5","13","107","144","0","0.3","0.11","298.635","10.192","5709.147","5411.724"
"12","5","14","0","75","-1","0.4","0.11","70.142","0.955","1310.031","1168.486"
"12","5","15","0","20","-1","0.5","0.11","15.364","-0.65","252.752","148.671"
"12","5","16","0","0","-1","0.6","0.11","0","-1","0","0"
"12","5","17","0","0","-1","0.6","0.11","0","-1","0","0"
"12","5","18","0","0","-1","0.7","0.11","0","-1","0","0"
"12","5","19","0","0","-1","0.7","0.87","0","-1","0","0"
"12","5","20","0","0","-1","0.7","0.87","0","-1","0","0"
"12","5","21","0","0","-1","0.8","0.87","0","-1","0","0"
"12","5","22","0","0","-1","0.9","0.87","0","-1","0","0"
"12","5","23","0","0","-1","0.9","0.87","0","-1","0","0"
"12","6","0","0","0","-1","0.9","0.87","0","-1","0","0"
"12","6","1","0","0","-1","0.9","0.87","0","-1","0","0"
"12","6","2","0","0","0","1","0.87","0","0","0","0"
"12","6","3","0","0","0","1","0.87","0","0","0","0"
"12","6","4","0","0","0","1","0.87","0","0","0","0"
"12","6","5","0","0","0","1","0.87","0","0","0","0"
"12","6","6","0","0","0","1","0.87","0","0","0","0"
"12","6","7","56","34","0","1","0.87","155.44","3.709","1948.104","1783.95"
"12","6","8","339","70","0","1","0.87","541.689","15.76","10262.251","9803.493"
"12","6","9","6","117","0","1.1","0.87","170.065","3.817","3242.002","3032"
"12","6","10","0","119","0","1.1","0.87","157.431","3.429","2987.035","2786.067"
"12","6","11","0","69","0","1.1","0.87","86.168","1.808","1609.321","1457.171"
"12","6","12","0","72","0","1.1","0.87","89.974","1.884","1684.531","1529.716"
"12","6","13","0","106","0","1.1","0.87","142.418","3.098","2703.667","2512.74"
"12","6","14","0","13","0","1.1","0.87","16.186","0.331","285.929","180.672"
"12","6","15","0","30","0","1.1","0.87","41.809","0.86","707.569","587.371"
"12","6","16","0","0","0","1.1","0.87","0","0","0","0"
"12","6","17","0","0","0","1.2","0.87","0","0","0","0"
"12","6","18","0","0","0","1.2","0.87","0","0","0","0"
"12","6","19","0","0","0","1.2","0.87","0","0","0","0"
"12","6","20","0","0","0","1.3","0.87","0","0","0","0"
"12","6","21","0","0","0","1.3","0.87","0","0","0","0"
"12","6","22","0","0","-1","1.3","0.87","0","-1","0","0"
"12","6","23","0","0","-1","1.3","0.87","0","-1","0","0"
"12","7","0","0","0","-2","1.2","0.87","0","-2","0","0"
"12","7","1","0","0","-2","1.2","0.87","0","-2","0","0"
"12","7","2","0","0","-2","1.2","0.87","0","-2","0","0"
"12","7","3","0","0","-2","1.2","0.87","0","-2","0","0"
"12","7","4","0","0","-2","1.2","0.87","0","-2","0","0"
"12","7","5","0","0","-2","1.2","0.87","0","-2","0","0"
"12","7","6","0","0","-2","1.2","0.87","0","-2","0","0"
"12","7","7","0","5","-2","1.1","0.87","6.264","-1.896","67.193","0"
"12","7","8","0","49","-2","1.1","0.87","62.426","-0.718","1160.626","1024.375"
"12","7","9","2","114","-2","1.1","0.87","160.947","1.573","3086.027","2881.552"
"12","7","10","0","89","-2","1.1","0.87","113.439","0.405","2153.694","1982.255"
"12","7","11","126","186","-2","1","0.87","446.28","9.788","8550.758","8152.645"
"12","7","12","44","165","-2","1","0.87","298.391","5.46","5739.46","5440.962"
"12","7","13","0","119","-2","1","0.87","163.895","1.705","3140.536","2934.129"
"12","7","14","56","93","-2","1","0.87","215.741","3.562","4152.775","3910.5"
"12","7","15","223","45","-2","1","0.87","386.048","8.991","6903.547","6563.801"
"12","7","16","0","0","-2","0.9","0.87","0","-2","0","0"
"12","7","17","0","0","-2","0.9","0.87","0","-2","0","0"
"12","7","18","0","0","-3","0.9","0.87","0","-3","0","0"
"12","7","19","0","0","-3","0.9","0.87","0","-3","0","0"
"12","7","20","0","0","-4","0.8","0.87","0","-4","0","0"
"12","7","21","0","0","-4","0.8","0.87","0","-4","0","0"
"12","7","22","0","0","-4","0.8","0.87","0","-4","0","0"
"12","7","23","0","0","-5","0.7","0.87","0","-5","0","0"
"12","8","0","0","0","-5","0.7","0.87","0","-5","0","0"
"12","8","1","0","0","-5","0.7","0.87","0","-5","0","0"
"12","8","2","0","0","-5","0.7","0.87","0","-5","0","0"
"12","8","3","0","0","-5","0.7","0.87","0","-5","0","0"
"12","8","4","0","0","-5","0.7","0.87","0","-5","0","0"
"12","8","5","0","0","-5","0.7","0.87","0","-5","0","0"
"12","8","6","0","0","-5","0.6","0.87","0","-5","0","0"
"12","8","7","325","24","-5","0.6","0.87","430.262","6.944","5312.559","5029.188"
"12","8","8","647","54","-4","0.6","0.87","848.996","24.07","15739.649","15086.805"
"12","8","9","776","72","-2","0.6","0.87","1017.704","31.665","18501.181","17750.485"
"12","8","10","843","79","-1","0.6","0.87","1104.631","35.555","19726.768","18932.645"
"12","8","11","864","83","0","0.6","0.87","1145.826","37.498","20272.314","19458.859"
"12","8","12","856","81","0","0.5","0.87","1126.355","38.205","19901.912","19101.582"
"12","8","13","817","72","0","0.5","0.87","1063.833","36.26","19005.411","18236.849"
"12","8","14","715","57","0","0.5","0.87","919.381","31.311","16696.189","16009.451"
"12","8","15","472","31","-1","0.5","0.87","597.243","18.91","10466.492","10000.497"
"12","8","16","0","0","-3","0.5","0.87","0","-3","0","0"
"12","8","17","0","0","-4","0.6","0.87","0","-4","0","0"
"12","8","18","0","0","-5","0.6","0.87","0","-5","0","0"
"12","8","19","0","0","-6","0.7","0.87","0","-6","0","0"
"12","8","20","0","0","-7","0.8","0.87","0","-7","0","0"
"12","8","21","0","0","-7","0.8","0.87","0","-7","0","0"
"12","8","22","0","0","-8","0.8","0.87","0","-8","0","0"
"12","8","23","0","0","-8","0.8","0.87","0","-8","0","0"
"12","9","0","0","0","-9","0.8","0.87","0","-9","0","0"
"12","9","1","0","0","-9","0.8","0.87","0","-9","0","0"
"12","9","2","0","0","-9","0.8","0.87","0","-9","0","0"
"12","9","3","0","0","-9","0.8","0.87","0","-9","0","0"
"12","9","4","0","0","-9","0.8","0.87","0","-9","0","0"
"12","9","5","0","0","-9","0.8","0.87","0","-9","0","0"
"12","9","6","0","0","-9","0.8","0.87","0","-9","0","0"
"12","9","7","334","22","-8","0.7","0.87","435.011","3.771","5434.066","5146.39"
"12","9","8","658","52","-5","0.4","0.87","856.918","25.052","15827.256","15171.308"
"12","9","9","783","70","-2","0.3","0.87","1022.071","34.965","18360.658","17614.942"
"12","9","10","838","80","0","0.2","0.87","1100.792","41.052","19262.947","18485.259"
"12","9","11","851","86","0","0.2","0.87","1138.515","41.881","19817.458","19020.122"
"12","9","12","831","85","0","0.3","0.87","1103.033","39.74","19379.303","18597.492"
"12","9","13","186","140","1","0.2","0.87","444.97","16.288","8396.632","8003.981"
"12","9","14","192","91","0","0.2","0.87","399.249","14.09","7564.008","7200.859"
"12","9","15","402","34","0","0.3","0.87","546.13","19.274","9524.584","9091.964"
"12","9","16","0","0","0","0.4","0.87","0","0","0","0"
"12","9","17","0","0","-1","0.5","0.87","0","-1","0","0"
"12","9","18","0","0","-1","0.5","0.87","0","-1","0","0"
"12","9","19","0","0","-2","0.7","0.87","0","-2","0","0"
"12","9","20","0","0","-3","0.8","0.87","0","-3","0","0"
"12","9","21","0","0","-2","0.8","0.87","0","-2","0","0"
"12","9","22","0","0","-2","0.7","0.87","0","-2","0","0"
"12","9","23","0","0","-2","0.6","0.87","0","-2","0","0"
"12","10","0","0","0","-2","0.6","0.87","0","-2","0","0"
"12","10","1","0","0","-2","0.7","0.87","0","-2","0","0"
"12","10","2","0","0","-2","0.9","0.87","0","-2","0","0"
"12","10","3","0","0","-3","1","0.87","0","-3","0","0"
"12","10","4","0","0","-2","1","0.87","0","-2","0","0"
"12","10","5","0","0","-2","0.9","0.87","0","-2","0","0"
"12","10","6","0","0","-2","0.8","0.87","0","-2","0","0"
"12","10","7","223","24","-1","0.6","0.87","320.451","7.825","3904.35","3670.877"
"12","10","8","542","64","0","0.3","0.87","752.125","26.951","13764.123","13181.28"
"12","10","9","0","91","1","0.3","0.87","121.348","4.257","2283.456","2107.419"
"12","10","10","0","118","2","0.4","0.87","156.799","6.127","2947.3","2747.74"
"12","10","11","39","169","2","0.4","0.87","297.498","10.708","5611.33","5317.373"
"12","10","12","64","168","2","0.4","0.87","326.456","11.791","6163.884","5850.347"
"12","10","13","260","134","2","0.5","0.87","536.66","19.276","10071.774","9619.765"
"12","10","14","83","93","2","0.5","0.87","264.954","10.128","5016.917","4744.023"
"12","10","15","81","38","1","0.5","0.87","177.229","6.539","3115.29","2909.777"
"12","10","16","0","0","1","0.5","0.87","0","1","0","0"
"12","10","17","0","0","1","0.5","0.87","0","1","0","0"
"12","10","18","0","0","1","0.5","0.87","0","1","0","0"
"12","10","19","0","0","1","0.5","0.87","0","1","0","0"
"12","10","20","0","0","1","0.6","0.87","0","1","0","0"
"12","10","21","0","0","1","0.6","0.87","0","1","0","0"
"12","10","22","0","0","1","0.6","0.87","0","1","0","0"
"12","10","23","0","0","2","0.6","0.87","0","2","0","0"
"12","11","0","0","0","2","0.6","0.87","0","2","0","0"
"12","11","1","0","0","2","0.6","0.87","0","2","0","0"
"12","11","2","0","0","2","0.6","0.87","0","2","0","0"
"12","11","3","0","0","2","0.6","0.87","0","2","0","0"
"12","11","4","0","0","3","0.6","0.87","0","3","0","0"
"12","11","5","0","0","3","0.6","0.87","0","3","0","0"
"12","11","6","0","0","4","0.7","0.87","0","4","0","0"
"12","11","7","0","5","5","0.7","0.87","6.273","5.115","65.096","0"
"12","11","8","0","63","6","0.7","0.87","88.759","8.128","1612.072","1459.825"
"12","11","9","0","83","7","0.8","0.87","108.812","9.504","2000.545","1834.532"
"12","11","10","14","144","7","0.8","0.87","213.576","12.256","3970.35","3734.539"
"12","11","11","0","26","8","0.7","0.87","32.304","8.751","565.778","450.605"
"12","11","12","0","20","9","0.7","0.87","24.816","9.576","428.852","318.531"
"12","11","13","0","55","9","0.7","0.87","68.746","10.583","1236.923","1097.968"
"12","11","14","0","27","9","0.7","0.87","33.687","9.764","589.262","473.256"
"12","11","15","0","3","9","0.6","0.87","3.749","9.083","55.148","0"
"12","11","16","0","0","8","0.5","0.87","0","8","0","0"
"12","11","17","0","0","7","0.4","0.87","0","7","0","0"
"12","11","18","0","0","7","0.3","0.87","0","7","0","0"
"12","11","19","0","0","7","0.3","0.87","0","7","0","0"
"12","11","20","0","0","6","0.5","0.87","0","6","0","0"
"12","11","21","0","0","4","0.8","0.87","0","4","0","0"
"12","11","22","0","0","2","0.9","0.87","0","2","0","0"
"12","11","23","0","0","1","0.9","0.87","0","1","0","0"
"12","12","0","0","0","1","0.9","0.87","0","1","0","0"
"12","12","1","0","0","0","0.9","0.87","0","0","0","0"
"12","12","2","0","0","0","0.9","0.87","0","0","0","0"
"12","12","3","0","0","0","0.9","0.87","0","0","0","0"
"12","12","4","0","0","0","0.9","0.87","0","0","0","0"
"12","12","5","0","0","0","0.9","0.87","0","0","0","0"
"12","12","6","0","0","0","0.8","0.87","0","0","0","0"
"12","12","7","240","24","0","0.8","0.87","332.762","8.683","4049.789","3811.163"
"12","12","8","594","63","0","0.8","0.87","805.704","25.058","14845.327","14224.172"
"12","12","9","747","82","1","0.7","0.87","1012.055","33.503","18267.46","17525.045"
"12","12","10","845","84","2","0.7","0.87","1115.009","37.839","19750.076","18955.127"
"12","12","11","877","84","3","0.7","0.87","1161.791","39.99","20370.992","19554.041"
"12","12","12","872","79","3","0.7","0.87","1136.491","39.599","19982.301","19179.123"
"12","12","13","833","69","3","0.7","0.87","1076.288","37.708","19128.455","18355.532"
"12","12","14","729","55","2","0.6","0.87","931.267","32.851","16818.071","16127.014"
"12","12","15","474","31","1","0.6","0.87","599.417","20.423","10455.289","9989.691"
"12","12","16","0","0","0","0.6","0.87","0","0","0","0"
"12","12","17","0","0","0","0.6","0.87","0","0","0","0"
"12","12","18","0","0","0","0.6","0.87","0","0","0","0"
"12","12","19","0","0","-1","0.5","0.87","0","-1","0","0"
"12","12","20","0","0","-2","0.5","0.87","0","-2","0","0"
"12","12","21","0","0","-2","0.5","0.87","0","-2","0","0"
"12","12","22","0","0","-2","0.5","0.87","0","-2","0","0"
"12","12","23","0","0","-2","0.6","0.87","0","-2","0","0"
"12","13","0","0","0","-2","0.6","0.87","0","-2","0","0"
"12","13","1","0","0","-2","0.6","0.87","0","-2","0","0"
"12","13","2","0","0","-2","0.6","0.87","0","-2","0","0"
"12","13","3","0","0","-2","0.6","0.87","0","-2","0","0"
"12","13","4","0","0","-2","0.6","0.87","0","-2","0","0"
"12","13","5","0","0","-2","0.6","0.87","0","-2","0","0"
"12","13","6","0","0","-3","0.7","0.87","0","-3","0","0"
"12","13","7","363","20","-3","0.7","0.87","439.676","8.91","5406.762","5120.053"
"12","13","8","710","49","-2","0.7","0.87","894.95","26.795","16412.549","15735.861"
"12","13","9","840","66","-2","0.7","0.87","1077.407","32.76","19514.28","18727.686"
"12","13","10","898","75","-1","0.8","0.87","1158.684","35.366","20714.37","19885.252"
"12","13","11","918","79","-1","0.7","0.87","1196.71","37.254","21197.205","20000"
"12","13","12","907","77","-1","0.7","0.87","1171.833","36.777","20818.647","19985.834"
"12","13","13","859","70","-1","0.6","0.87","1106.514","35.698","19809.873","19012.805"
"12","13","14","757","56","-1","0.6","0.87","963.074","30.912","17517.037","16801.213"
"12","13","15","513","31","-3","0.6","0.87","640.178","17.776","11296.71","10801.297"
"12","13","16","0","0","-4","0.7","0.87","0","-4","0","0"
"12","13","17","0","0","-5","0.7","0.87","0","-5","0","0"
"12","13","18","0","0","-5","0.7","0.87","0","-5","0","0"
"12","13","19","0","0","-4","0.7","0.87","0","-4","0","0"
"12","13","20","0","0","-4","0.6","0.87","0","-4","0","0"
"12","13","21","0","0","-4","0.6","0.87","0","-4","0","0"
"12","13","22","0","0","-4","0.6","0.87","0","-4","0","0"
"12","13","23","0","0","-5","0.6","0.87","0","-5","0","0"
"12","14","0","0","0","-5","0.5","0.87","0","-5","0","0"
"12","14","1","0","0","-5","0.5","0.87","0","-5","0","0"
"12","14","2","0","0","-6","0.5","0.87","0","-6","0","0"
"12","14","3","0","0","-6","0.5","0.87","0","-6","0","0"
"12","14","4","0","0","-6","0.5","0.87","0","-6","0","0"
"12","14","5","0","0","-6","0.5","0.87","0","-6","0","0"
